feature_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chr
A1BG,1.078819,-0.5808889843292432,0.8290863626808188,-0.7006374854013532,0.4835292786391143,0.9996549719584149,19
A1BG-AS1,2.298696,-0.02047631416247306,0.7493134004934218,-0.02732676894472919,0.9781991063073909,0.9996557764015186,19
A1CF,0.0,,,,,,10
A2M,17.20285,-0.6952137412048334,0.49968248414993394,-1.3913110090051277,0.16413113688787606,0.9996549719584149,12
A2M-AS1,0.3547631,-2.357393732526488,1.8578627343648455,-1.2688740071706208,0.2044860042725013,0.9996549719584149,12
A2ML1,1.639356,2.32011449212019,2.200681829047013,1.0542707544074632,0.2917589743404667,0.9996549719584149,12
A2ML1-AS1,0.81123805,-1.5300753406385956,1.7014458331577298,-0.899279489726049,0.36850380932056426,0.9996549719584149,12
A3GALT2,0.19295688,2.4194192877783682,4.1841387056867365,0.5782359185392427,0.5631048517559942,0.9996549719584149,1
A4GALT,4.225745,-0.18159958621176878,0.7111429282465509,-0.255362992443073,0.7984427511831051,0.9996549719584149,22
AAAS,2.023198,0.38975456315370294,0.8368533171163948,0.46573820666291676,0.6414029008665092,0.9996549719584149,12
AACS,3.1893396,0.5318945445194506,0.9385463884699756,0.5667216357697018,0.5709033189690522,0.9996549719584149,12
AADAC,0.23095427,1.8043124464000664,4.214885240096535,0.42808103747060533,0.6685921219516462,0.9996549719584149,3
AADACL2-AS1,1.2382032,1.3363913949623303,2.735795858812317,0.48848359451150497,0.6252073432204699,0.9996549719584149,3
AADAT,1.3910077,0.34362564611701174,0.8291803884021745,0.4144160316902529,0.6785694500209472,0.9996549719584149,4
AAGAB,4.9653845,-0.08807370611763142,0.4330303797349525,-0.20338920833115498,0.8388308340389049,0.9996549719584149,15
AAK1,35.665432,0.10695382323539387,0.18584090541997386,0.5755128183092605,0.5649445240311114,0.9996549719584149,2
AAMDC,10.613757,0.10208681438722923,0.289056639762505,0.3531723556708675,0.7239592311903942,0.9996549719584149,11
AAMP,1.6619953,-0.873883016456439,0.46839386837574876,-1.86570123022064,0.062083177467672265,0.9996549719584149,2
AANAT,0.4078649,2.114852181580451,4.032119336725934,0.524501386235682,0.599929855894323,0.9996549719584149,17
AAR2,2.327187,-0.5019943941570423,0.7345256323573242,-0.6834266525811823,0.4943372832186367,0.9996549719584149,20
AARS1,8.177228,0.13939866994776,0.47650640808690864,0.29254311711656034,0.7698713982465344,0.9996549719584149,16
AARS2,1.9579482,0.23141858667332435,0.6871637828652234,0.33677355012569626,0.7362876134661713,0.9996549719584149,6
AARSD1,3.4658983,0.28026947242670747,0.6674297907132152,0.4199235280271377,0.6745413193079686,0.9996549719584149,17
AASDH,6.2437105,0.20737883779333782,0.38981589889941104,0.5319917386100517,0.5947317173512972,0.9996549719584149,4
AASDHPPT,3.1595879,-0.5396955527249705,0.35335335689532915,-1.5273536877274947,0.12667308599178784,0.9996549719584149,11
AASS,20.370998,-0.8403022068411673,0.4059750785763544,-2.0698369214875987,0.03846761856429719,0.9996549719584149,7
AATBC,0.13491844,1.0832528065662435,3.5486856955495685,0.30525464904506994,0.7601722133333342,0.9996549719584149,21
AATF,9.614939,0.5526791552226502,0.41885735398892476,1.3194925431278544,0.1870045014350855,0.9996549719584149,17
AATK,12.290906,-0.34269308431503503,0.4083268751318833,-0.8392616435162403,0.40132250223214216,0.9996549719584149,17
ABALON,0.016679732,1.6464902235234673,4.224512976837795,0.38974675484508187,0.696723819663215,0.9996549719584149,20
ABAT,4.700051,0.4953023718753985,0.5488609912008218,0.9024186083834354,0.36683453975719893,0.9996549719584149,16
ABCA1,28.348345,-0.5948366270735441,0.33397434153094807,-1.7810848113265103,0.07489859663233546,0.9996549719584149,9
