,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chr
A1BG,0.46385676,2.0815242555496245,2.7933210275370035,0.7451790306340111,0.456163497698719,0.9992193852806488,19
A1BG-AS1,0.4041486,0.017347737741126495,2.957588094323013,0.005865501614110793,0.9953200336557643,0.9994003716840212,19
A2M,4.2149343,-0.17845763898004988,0.9634075505335162,-0.18523587331365998,0.8530440331036383,0.9992193852806488,12
A2M-AS1,0.0,,,,,,12
A2ML1,0.6387952,2.5185128949802555,2.882650471721158,0.8736795944173262,0.38229276656324074,0.9992193852806488,12
A2ML1-AS1,0.50422114,-1.7097675885913188,2.8890575048391263,-0.5918080847222614,0.5539791087703836,0.9992193852806488,12
A3GALT2,0.17900984,-0.1107955389065367,4.7135953044402905,-0.023505526408295032,0.9812470302676812,0.9992193852806488,1
A4GALT,0.7413395,0.7783041336364424,2.1789229406142203,0.3571967228070236,0.7209445391138284,0.9992193852806488,22
AAAS,0.3354004,1.3997141719635915,3.080417866623286,0.4543910055611837,0.6495474249643683,0.9992193852806488,12
AACS,0.53936017,2.1423891947802827,2.560327739341514,0.8367636540669127,0.4027254311819579,0.9992193852806488,12
AADACL2-AS1,0.17218582,-0.48940850190628443,4.3310606457729985,-0.11299968805191735,0.9100308025289876,0.9992193852806488,3
AADAT,0.93011945,2.260964865734911,2.168867848710703,1.0424631759279182,0.2971969895623874,0.9992193852806488,4
AAGAB,2.5676715,-0.5236194963899601,1.317518651466929,-0.3974285265768046,0.6910514828520852,0.9992193852806488,15
AAK1,7.9517703,-0.05251214226319882,0.730379671672408,-0.07189704793256037,0.9426838393801689,0.9992193852806488,2
AAMDC,3.242805,-1.210728923873967,1.0873762901981354,-1.1134406136934942,0.26551924031470764,0.9992193852806488,11
AAMP,0.08710224,-0.6231591894052166,4.752029754191565,-0.1311353719651175,0.8956682199791508,0.9992193852806488,2
AAR2,0.500831,-0.7831601701782566,2.7297993677731736,-0.2868929414461391,0.7741942953243679,0.9992193852806488,20
AARS,1.2155206,0.13185978393888717,1.687899491150018,0.07812063729520234,0.9377320911720647,0.9992193852806488,
AARS2,0.21652423,0.2300324453988158,3.846787989468487,0.05979857637815894,0.9523160594353096,0.9992193852806488,6
AARSD1,0.4266991,-1.102764957273767,3.0360055118001608,-0.3632289048842657,0.7164338970503692,0.9992193852806488,17
AASDH,0.6188135,0.859673083178242,2.3194746697428497,0.3706326671261085,0.7109111474510176,0.9992193852806488,4
AASDHPPT,0.52776134,3.3287936806789955,2.958618887693012,1.1251174304760247,0.26053927600982496,0.9992193852806488,11
AASS,5.94352,-0.36173090632825994,0.8411966283009336,-0.43001944391870844,0.6671814972146868,0.9992193852806488,7
AATF,1.09112,-0.7398807493980641,1.927106119602469,-0.3839335788891011,0.7010276777517599,0.9992193852806488,17
AATK,1.5241686,-0.41369388258933365,1.5219600219645908,-0.2718165238370226,0.7857630992386461,0.9992193852806488,17
ABALON,0.0,,,,,,20
