,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chr
A1BG,2.53226,-0.031317112885715696,0.18680782280158367,-0.1676434766812678,0.8668637657546174,0.9997693801880391,19
A1BG-AS1,1.6462705,0.02180635768415025,0.1484870593375055,0.14685695697283102,0.8832449268305306,0.9997693801880391,19
A2M,19.691748,-0.3068183397060707,0.12144686729103643,-2.526358617145787,0.011525176722735732,0.43252982697433306,12
A2M-AS1,0.65808564,-0.06933648512434668,0.25870415609834496,-0.26801457761656056,0.7886880977904974,,12
A2ML1,0.63579375,0.386558113861178,0.28765113725436714,1.343843509714159,0.17899899642503458,,12
A4GALT,1.8098878,0.07024496332952994,0.19894263469045084,0.35309155043024903,0.7240198072271348,0.9927353904954164,22
AAAS,3.3869798,-0.05539833193842151,0.1638985482727384,-0.3380037988270335,0.7353603250397593,0.9927353904954164,12
AACS,2.6079354,0.309889537867536,0.15698813694775662,1.9739678672068242,0.04838539678770878,0.7112497653388524,12
AADAC,0.07500558,-0.11437234202244953,0.9507695048753098,-0.12029449980881442,0.90424986099111,,3
AADAT,1.8905296,0.27465068171749774,0.13349667143404603,2.057359773596968,0.03965163156390655,0.6751052941116956,4
AAGAB,4.199305,0.000790209208896122,0.10257617976870241,0.007703632662845835,0.9938534512317477,0.9997693801880391,15
AAK1,21.751104,0.08637304086816648,0.07643562002403577,1.1300103386484706,0.25847186809776845,0.9208904480006679,2
AAMDC,13.980162,-0.040538090803923545,0.07564237402371822,-0.5359177488428977,0.5920153972609629,0.9916878452149777,11
AAMP,4.5155463,0.06389738553548907,0.15058142714734796,0.4243377602801159,0.6713195046358988,0.9927353904954164,2
AANAT,0.110786796,0.0075914204770449805,0.8186620773024327,0.0092729597321271,0.9926013546291255,,17
AAR2,2.078204,0.0027629375837864133,0.14616805904687596,0.018902471591966213,0.9849189078487678,0.9997693801880391,20
AARD,0.10734984,-0.026491587984837077,3.5075454174106624,-0.0075527426824863984,0.9939738405146104,,8
AARS2,1.6805106,0.14371698696315033,0.15705704345799362,0.915062348041645,0.36015889987176786,0.9525869316000273,6
AASDH,6.0310755,0.07523795496947645,0.09109938288082993,0.8258887446899358,0.4088672059104078,0.9588848546725389,4
AASDHPPT,8.912852,-0.0409555224369081,0.13146340817303587,-0.31153552920978045,0.7553935373426575,0.9927353904954164,11
AASS,20.092775,0.08582752700644171,0.09201981901078626,0.9327069747483558,0.35097128272579736,0.9491256888669873,7
AATF,6.2804155,0.15455169356311008,0.09848934397659863,1.569222489692205,0.11659610563443991,0.8498164135244639,17
AATK,9.68629,0.16521390152656956,0.13458953802753618,1.2275389599209994,0.2196200879237189,0.9163802421949474,17
ABAT,5.3469305,0.02370080202996275,0.11166885341011443,0.2122418320435271,0.8319183728130627,0.997406058195788,16
ABCA1,20.405361,0.019291207591028484,0.11806614126982919,0.1633932250478164,0.8702088368316756,0.9997693801880391,9
ABCA10,18.302057,-0.06056272761077863,0.1384624707458924,-0.43739453213949864,0.6618252488615954,0.9927353904954164,17
ABCA12,0.48549786,-0.1479832418127389,0.3991284796550277,-0.37076592965914856,0.7108118796978287,,2
ABCA13,0.5190513,0.19572316604072035,0.3076660876897608,0.6361544995432855,0.5246757263750267,,7
ABCA2,2.4284306,-0.15056354883933445,0.17343680783155271,-0.8681176200242714,0.38532994608506443,0.955529472170313,9
ABCA3,3.7358632,-0.060381712938253965,0.11362202579698226,-0.5314261254780204,0.5951235213752079,0.9925067930571737,16
