feature_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chr
A1BG,1.8765632,0.6450468951620302,0.557843016086197,1.1563233321224524,0.24754892818226915,0.6076971850431215,19
A1BG-AS1,2.8147612,-0.9862076988186544,0.45223475430195065,-2.1807428319853934,0.029202443086384866,0.2325683838210445,19
A1CF,0.10797259,1.1898675835644772,2.66845489469142,0.4459013288669709,0.655668522312289,,10
A2M,25.01118,0.41985989348414365,0.49245466003374444,0.8525858877147666,0.3938889912926741,0.7261824103659408,12
A2M-AS1,0.16311848,0.887928892981353,1.5568056583381775,0.5703530740819497,0.5684382501820415,,12
A2ML1,0.56524235,-0.08561414275006728,0.6888441041771532,-0.12428667419943466,0.9010882979394396,,12
A2ML1-AS1,6.723643,0.37149983690863553,0.37353364590504673,0.9945552187367662,0.3199526365393749,0.6705060166081097,12
A3GALT2,0.509154,-0.6898005216089858,0.762591734654936,-0.9045475977012949,0.3657051074512503,,1
A4GALT,1.8215221,-1.6038095119749793,0.45593749767034597,-3.517608269049573,0.0004354546695779657,0.02417636652286829,22
AAAS,2.0993767,-0.05435242092478499,0.442923193418133,-0.12271297085468867,0.9023343922431757,0.969912294134666,12
AACS,1.9949039,-0.019116165551439742,0.49419103187248775,-0.038681733011237916,0.9691441374538943,0.9910414924240615,12
AADAC,0.024155304,0.21175771899901588,5.002350910827021,0.04233164021754058,0.9662343226388971,,3
AADACL2,0.019015983,0.7888300330078692,5.0815438943832545,0.15523432433197734,0.8766365893618459,,3
AADACL2-AS1,0.15644428,0.2894812676195799,1.5180427173239528,0.1906937560557488,0.8487655308713586,,3
AADACL3,0.0067979735,0.6934114966130599,5.083652551954145,0.13640025346470896,0.8915048733153486,,1
AADACL4,0.00344902,0.7294019155696481,5.082844270183257,0.14350270769624626,0.8858931729506071,,1
AADAT,2.3428588,0.15524654456921727,0.45329195342611556,0.34248687495071917,0.7319845197244657,0.91230230439947,4
AAGAB,4.6163783,-0.6658085929138657,0.31819462140238464,-2.0924570942759373,0.03639764602950019,0.2571297830211833,15
AAK1,27.934618,-0.23361249476868132,0.1574786047054064,-1.483455452286346,0.137953443819676,0.4746457145671244,2
AAMDC,18.548765,0.2977828353268744,0.14275156935157612,2.0860214474663956,0.036976680330775974,0.2593306077956425,11
AAMP,3.2002869,-0.2853180628198053,0.3799577029804927,-0.7509205908491708,0.4527004474668569,0.7661070989533907,2
AANAT,0.065761246,1.0853141677931324,3.839880592606032,0.2826426868280705,0.7774507545987885,,17
AAR2,1.9531866,0.04587956299747148,0.4250144118694238,0.10794825237965566,0.9140367408581059,0.9734855316938569,20
AARD,0.0,,,,,,8
AARS1,8.216025,-0.5016900737264681,0.2696583228750153,-1.8604657493141716,0.06281965991820276,0.33487829525007834,16
