,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chr
ABCA9-AS1,9.570664,-1.3623609998057495,0.5005788100183448,-2.7215714539651064,0.006497233726664564,0.113442774822146,17
ABCB1,2.3154671,0.527103045045457,1.1611399071501938,0.4539530867896318,0.6498625930045088,0.9028648426873718,7
ABCB10,3.9067914,0.08581466145319319,0.4541036988358673,0.18897591381260762,0.8501116946340601,0.9679864844614636,1
ABCB11,0.031459242,0.18493473942497257,3.981766839777227,0.04644539644499108,0.9629552544003421,,2
ABCB4,1.6148577,0.2807444032254563,0.9377968457926769,0.29936590689655806,0.7646608723634807,,7
ABCB5,0.14295754,0.3304246198942495,1.9679726352940556,0.16790102360588832,0.8666611448403692,,7
ABCB6,0.4535569,-0.6971165078147679,1.0121124218518096,-0.6887737891204713,0.4909656325010283,,2
ABCB7,8.705258,0.05436222565162359,0.31007459515782093,0.17531983110049518,0.8608283301302173,0.9693976722930349,X
ABCB8,2.8161438,0.1315697847717233,0.5273625665996287,0.2494863934315051,0.8029845646869753,0.9538283869297538,7
ABCB9,0.80554473,-0.25865947024946195,1.0070529534571646,-0.2568479337273143,0.7972961652309987,,12
ABCC1,8.226169,-0.1431169633806867,0.3392168724989887,-0.42190402360104706,0.6730950730490365,0.9133781489871111,16
ABCC10,1.4738599,-0.20387030699564382,0.6966911053008088,-0.29262653914265085,0.7698076260003727,,6
ABCC11,0.4013426,-0.12821650002869245,1.5025836543107634,-0.0853306900157286,0.9319984933998512,,16
ABCC2,0.16194215,-1.110987766773933,1.6910732173885556,-0.6569720076872714,0.5111989155900042,,10
ABCC3,1.8209577,0.5482976489993173,0.5983796655357392,0.916303946439118,0.3595074987058904,,17
ABCC4,5.0756984,-1.72699380774542,0.5827551275954241,-2.9634982619052646,0.0030416377960466355,0.07189756389778588,13
ABCC5,8.393491,0.5806335922891391,0.33270980585547333,1.745165252332124,0.08095610781246121,0.4210990682996999,3
ABCC5-AS1,0.0,,,,,,3
ABCC6,0.19058345,0.7178744268145133,1.7875230481151831,0.40160289265722265,0.6879763006696586,,16
ABCC8,0.61211956,-0.016429068030915962,1.9461076584157235,-0.008442013965604784,0.9932643274007267,,11
ABCC9,8.732322,-0.9725064491926061,0.5391680764810203,-1.8037166731751786,0.07127573439190436,0.3986729586240492,12
ABCD1,0.7928925,-0.4739182031331902,1.0446729354349957,-0.45365222650843673,0.6500791570213811,,X
ABCD2,1.0081273,1.2870922929998099,1.3911675390041751,0.9251885606252254,0.3548678328372217,,12
ABCD3,19.529957,-0.5523871434960168,0.26933397722531704,-2.050937461313712,0.04027303741297835,0.3052780138065036,1
ABCD4,2.183166,0.23225886424830958,0.6229332860802298,0.3728470920373906,0.7092622515083558,0.9265549068303511,14
ABCE1,2.598453,-0.1841935118020734,0.4617645175049528,-0.39889057045206555,0.6899738375007933,0.9199929551794487,4
ABCF1,2.6052434,-0.53687549218044,0.3882618912812579,-1.382766385876192,0.16673650896023462,0.566026156856054,6
ABCF2,0.72577304,-2.7247163460542287,0.9939652090929594,-2.741259272586273,0.006120419077067916,,7
ABCF3,0.3924087,-0.1900723112939425,1.3005567738792225,-0.1461468773308575,0.8838054409070812,,3
ABCG1,0.7244645,-0.9885550031580246,1.0154476069866458,-0.973516502827334,0.3302966622854302,,21
ABCG2,4.2544622,2.4925732274307095,0.5883590001420099,4.236483553118227,2.2704754326717512e-05,0.0029954540125672357,4
ABCG4,0.042238172,0.19183415558285905,3.9818792651619517,0.04817678859860075,0.9615753487176433,,11
ABCG5,0.1108254,0.4573127250250392,2.525662369631922,0.18106645231907456,0.8563154164889091,,2
ABCG8,0.034476567,-0.593602826144654,3.939163290879023,-0.1506926172670013,0.8802181972959603,,2
ABHD1,0.14153005,-0.01662249593521589,1.7750301923008818,-0.009364627152436763,0.9925282177854249,,2
ABHD10,1.5937115,-0.5675244214351026,0.6569601149638941,-0.8638643480910454,0.3876624138181304,,3
ABHD11,0.44477493,0.4432718945351485,1.538879170843463,0.2880485374899123,0.7733095848637395,,7
ABHD12,5.892546,-0.22788714707873992,0.3177481225158396,-0.7171943150266131,0.4732542065977089,0.8288978559243686,20
ABHD12B,1.1237658,-1.6684029755268992,0.782769370234449,-2.131410654235477,0.03305532590851336,,14
ABHD13,1.8500158,-0.12094259703722576,0.7024107748539615,-0.17218214948705904,0.863294330941571,,13
ABHD14A,0.55282515,-0.488826211922292,1.131638207218996,-0.43196333316067836,0.6657680628523908,,3
ABHD14B,0.33499062,0.8030088803820554,1.3443739243253021,0.5973106632405562,0.5502999864971556,,3
ABHD15,0.27046505,-0.6466751072476423,1.4029057123649042,-0.4609540766339386,0.6448315531756947,,17
ABHD15-AS1,5.9140105,-1.5114952935876087,0.4516216799151722,-3.3468173934243186,0.0008174503946074487,0.03304770289754669,17
ABHD16A,1.2316207,-0.8486248758572117,0.5918056843819625,-1.4339586425964326,0.15158406535468796,,6
ABHD17A,1.5149473,1.1261570943938473,0.7174617454565538,1.5696406136291237,0.11649874432980305,,19
ABHD17B,2.578294,0.1924094327576833,0.5709781471607462,0.33698213095275376,0.7361303705365525,0.937047502094992,9
ABHD17C,1.0877937,2.3481578189463934,1.2646786791189593,1.8567228638520592,0.06335059289293116,,15
ABHD18,7.295716,-0.8542642096310672,0.254501836860317,-3.3566131394954484,0.0007890343070907734,0.03243956300960202,4
ABHD2,11.484705,-0.01675467229510047,0.35928058245907685,-0.04663394882190405,0.9628049742073064,0.9908936383596175,15
ABHD3,6.4894776,-0.2793270995602522,0.310054817271915,-0.9008958545394415,0.3676436955409347,0.7622672100740748,18
ABHD4,0.38321015,0.8185444754233228,1.4570908131315612,0.5617662729367686,0.574275274056041,,14
ABHD5,4.591604,-1.0801212651185974,0.43891621403052433,-2.460882579843543,0.01385957172616188,0.1760141421488307,3
ABHD6,3.3271976,0.11669533553912836,0.3855365034754682,0.30268297421168505,0.7621314741168315,0.9452040492394327,3
ABHD8,0.6836149,0.3020666923560255,1.0556550211987306,0.2861414821037075,0.7747697610527039,,19
ABI1,14.050534,0.024874475676343558,0.21606759925115207,0.11512358059493238,0.9083471695536446,0.9815816686141081,10
ABI2,10.810048,-0.1170831496612249,0.27898781024975694,-0.4196712019654519,0.6747256655755438,0.9133781489871111,2
ABI3,0.18897906,0.3393200617045574,1.8950703210950979,0.17905407410342203,0.8578952427022202,,17
ABI3BP,8.3095255,0.1723696882286449,0.509664110197292,0.3382025235442226,0.7352105742803106,0.9365372466922531,3
ABITRAM,1.1999028,0.06274188946742859,0.6893844866032893,0.09101146121893196,0.9274834841181341,,9
ABL1,20.74168,-0.32866118907629144,0.22485145868687018,-1.4616813739864924,0.14382854367584724,0.5345456140598265,9
ABL2,23.441032,-0.3493077798304979,0.20071065901196256,-1.7403549046674138,0.08179671872637229,0.4227519333606613,1
ABLIM1,31.67401,-0.8775367515956789,0.4057556198248646,-2.162722359765339,0.030562540268986225,0.26624386374664016,10
ABLIM2,1.6853608,0.9768431396825771,0.6921308102030862,1.411356242609616,0.15813959843254533,,4
ABLIM3,12.866119,-0.5190241998067702,0.24232481100490438,-2.141853315202898,0.03220528758217901,0.27156185137371575,5
ABO,0.8659962,-0.0634812234447209,0.7422139856115781,-0.08552954360245973,0.9318404091208597,,9
ABR,8.93832,0.22385266550226968,0.327910510626279,0.6826638922757664,0.4948192508932604,0.8416672032418077,17
ABRA,0.0,,,,,,8
ABRACL,0.5568236,0.4815886288695981,1.391276438009462,0.3461487708069148,0.72923091247254,,6
ABRAXAS1,1.8504926,-0.5327983908116356,0.5615296820879637,-0.9488338868045316,0.34270510404099963,,4
ABRAXAS2,2.3914008,-0.0657548248690064,0.6355574550812343,-0.10346007956212534,0.9175978313151514,0.9827917747612483,10
ABT1,0.36038893,-0.49883062089382907,1.3452181187514747,-0.37081764952497387,0.7107733546997517,,6
ABTB1,0.70499,-0.9217204375141875,1.0358928509290761,-0.8897835685298058,0.37358211118452167,,3
ABTB2,6.831312,-0.7671419878175725,0.457179113763901,-1.6779900146832696,0.09334904835406647,0.44586750402704683,11
